    35.75700       -118.8333    
    35.77464       -118.7947    
    35.79226       -118.7562    
    35.80988       -118.7177    
    35.82747       -118.6791    
    35.84506       -118.6406    
    35.86263       -118.6020    
    35.88019       -118.5634    
    35.89773       -118.5247    
    35.91526       -118.4861    
    35.93279       -118.4474    
    35.95029       -118.4087    
    35.96779       -118.3700    
    35.98526       -118.3313    
    36.00274       -118.2925    
    36.02019       -118.2538    
    36.03762       -118.2150    
    36.05505       -118.1762    
    36.07247       -118.1374    
    36.08987       -118.0985    
    36.10725       -118.0597    
    36.12463       -118.0208    
    36.14199       -117.9819    
    36.15934       -117.9430    
    36.17667       -117.9041    
    36.19398       -117.8651    
    36.21129       -117.8261    
    36.22858       -117.7871    
    36.24586       -117.7481    
    36.26313       -117.7091    
    36.28039       -117.6700    
    36.29762       -117.6310    
    36.31485       -117.5919    
    36.33207       -117.5528    
    36.34926       -117.5137    
    36.36645       -117.4745    
    36.38361       -117.4354    
    36.40078       -117.3962    
    36.41792       -117.3570    
    36.43506       -117.3178    
    36.45217       -117.2786    
    36.46927       -117.2393    
    36.48637       -117.2000    
    36.50344       -117.1608    
    36.52050       -117.1215    
    36.53756       -117.0821    
    36.55459       -117.0428    
    36.57161       -117.0034    
    36.58862       -116.9640    
    36.60562       -116.9246    
    36.62260       -116.8852    
    36.63956       -116.8458    
    36.65652       -116.8063    
    36.67345       -116.7668    
    36.69038       -116.7274    
    36.70729       -116.6878    
    36.72420       -116.6483    
    36.74108       -116.6087    
    36.75795       -116.5692    
    36.77481       -116.5296    
    36.79165       -116.4900    
    36.80848       -116.4503    
    36.82530       -116.4107    
    36.84210       -116.3711    
    36.85889       -116.3314    
    36.87566       -116.2917    
    36.89242       -116.2520    

    35.78824       -118.8550    
    35.80589       -118.8165    
    35.82352       -118.7780    
    35.84113       -118.7394    
    35.85874       -118.7008    
    35.87634       -118.6623    
    35.89391       -118.6237    
    35.91148       -118.5850    
    35.92904       -118.5464    
    35.94658       -118.5077    
    35.96410       -118.4690    
    35.98163       -118.4303    
    35.99912       -118.3916    
    36.01661       -118.3529    
    36.03408       -118.3141    
    36.05155       -118.2753    
    36.06899       -118.2365    
    36.08643       -118.1977    
    36.10385       -118.1589    
    36.12126       -118.1201    
    36.13866       -118.0812    
    36.15604       -118.0423    
    36.17340       -118.0034    
    36.19076       -117.9644    
    36.20810       -117.9255    
    36.22543       -117.8866    
