    34.87701       -121.0796    
    34.89540       -121.0421    
    34.91379       -121.0046    
    34.93216       -120.9671    
    34.95052       -120.9295    
    34.96887       -120.8920    
    34.98720       -120.8544    
    35.00553       -120.8168    
    35.02383       -120.7792    
    35.04213       -120.7415    
    35.06042       -120.7039    
    35.07869       -120.6662    
    35.09695       -120.6285    
    35.11520       -120.5908    
    35.13343       -120.5531    
    35.15166       -120.5154    
    35.16987       -120.4776    
    35.18806       -120.4398    
    35.20625       -120.4020    
    35.22441       -120.3642    
    35.24258       -120.3263    
    35.26072       -120.2885    
    35.27885       -120.2506    
    35.29698       -120.2127    
    35.31509       -120.1747    
    35.33318       -120.1368    
    35.35126       -120.0988    
    35.36934       -120.0609    
    35.38739       -120.0229    
    35.40544       -119.9849    
    35.42347       -119.9468    
    35.44149       -119.9088    
    35.45950       -119.8707    
    35.47749       -119.8326    
    35.49546       -119.7945    
    35.51344       -119.7564    
    35.53139       -119.7183    
    35.54933       -119.6801    
    35.56726       -119.6419    
    35.58518       -119.6037    
    35.60309       -119.5655    
    35.62098       -119.5273    
    35.63885       -119.4890    
    35.65672       -119.4507    
    35.67457       -119.4124    
    35.69240       -119.3741    

    34.90775       -121.1020    
    34.92616       -121.0645    
    34.94455       -121.0270    
    34.96293       -120.9895    
    34.98130       -120.9519    
    34.99966       -120.9144    
    35.01800       -120.8768    
    35.03633       -120.8392    
    35.05465       -120.8015    
    35.07296       -120.7639    
    35.09126       -120.7262    
    35.10953       -120.6886    
    35.12780       -120.6508    
    35.14605       -120.6131    
    35.16430       -120.5754    
    35.18253       -120.5376    
    35.20075       -120.4998    
    35.21895       -120.4621    
    35.23715       -120.4242    
    35.25533       -120.3864    
    35.27349       -120.3485    
    35.29165       -120.3107    
    35.30980       -120.2728    
    35.32792       -120.2349    
    35.34604       -120.1969    
    35.36414       -120.1590    
    35.38224       -120.1210    
    35.40031       -120.0830    
    35.41838       -120.0450    
    35.43643       -120.0070    
    35.45448       -119.9690    
    35.47249       -119.9309    
    35.49051       -119.8928    
    35.50851       -119.8547    
    35.52650       -119.8166    
    35.54448       -119.7785    
    35.56245       -119.7403    
    35.58040       -119.7021    
    35.59833       -119.6639    
    35.61625       -119.6257    
    35.63417       -119.5875    
    35.65206       -119.5493    
    35.66995       -119.5110    
    35.68783       -119.4727    
    35.70568       -119.4344    
    35.72353       -119.3961    

    34.93849       -121.1245    
    34.95691       -121.0870    
    34.97531       -121.0495    
    34.99369       -121.0119    
    35.01207       -120.9744    
    35.03044       -120.9368    
    35.04879       -120.8992    
    35.06712       -120.8616    
    35.08545       -120.8239    
    35.10377       -120.7863    
    35.12207       -120.7486    
    35.14036       -120.7109    
    35.15864       -120.6732    
    35.17691       -120.6355    
    35.19515       -120.5977    
    35.21339       -120.5599    
    35.23162       -120.5222    
    35.24984       -120.4843    
    35.26804       -120.4465    
    35.28622       -120.4087    
    35.30440       -120.3708    
    35.32257       -120.3329    
    35.34071       -120.2950    
    35.35886       -120.2571    
    35.37698       -120.2191    
    35.39509       -120.1812    
    35.41319       -120.1432    
    35.43128       -120.1052    
    35.44936       -120.0672    
    35.46741       -120.0292    
    35.48546       -119.9911    
    35.50350       -119.9530    
    35.52152       -119.9149    
    35.53953       -119.8768    
    35.55753       -119.8387    
    35.57552       -119.8006    
    35.59349       -119.7624    
    35.61144       -119.7242    
    35.62939       -119.6860    
    35.64732       -119.6478    
    35.66525       -119.6095    
    35.68315       -119.5713    
    35.70105       -119.5330    
    35.71893       -119.4947    
    35.73680       -119.4564    
    35.75465       -119.4180    

    34.96923       -121.1470    
    34.98765       -121.1095    
    35.00605       -121.0719    
    35.02446       -121.0344    
    35.04285       -120.9968    
    35.06121       -120.9592    
    35.07958       -120.9216    
    35.09792       -120.8840    
    35.11626       -120.8463    
    35.13459       -120.8087    
    35.15290       -120.7710    
    35.17120       -120.7333    
    35.18948       -120.6956    
    35.20775       -120.6578    
    35.22602       -120.6200    
    35.24426       -120.5823    
    35.26250       -120.5445    
    35.28072       -120.5067    
    35.29893       -120.4688    
    35.31713       -120.4309    
    35.33531       -120.3931    
    35.35348       -120.3552    
    35.37164       -120.3173    
    35.38979       -120.2793    
    35.40792       -120.2414    
    35.42605       -120.2034    
    35.44415       -120.1654    
    35.46225       -120.1274    
    35.48032       -120.0894    
    35.49840       -120.0514    
    35.51646       -120.0133    
    35.53450       -119.9752    
    35.55253       -119.9371    
    35.57055       -119.8990    
